year,week_number,date,market_location,commodity,base_price_pkr_per_40kg,inflation_rate_percent,predicted_price_pkr_per_40kg
2025,3,2025-01-19,Karachi,Vegetables,1184,-10.186502560022875,1063.39
2025,3,2025-01-19,Karachi,Wheat,2473,3.3395896887800207,2555.59
2025,3,2025-01-19,Lahore,Cotton,2405,2.7170167061967208,2470.34
2025,3,2025-01-19,Lahore,Maize,2575,-0.3686897126097328,2565.51
2025,3,2025-01-19,Lahore,Rice,1689,-6.725391412925005,1575.41
2025,3,2025-01-19,Lahore,Sugarcane,2180,5.449477856226292,2298.8
2025,3,2025-01-19,Lahore,Vegetables,1848,-2.4278569902449214,1803.13
2025,3,2025-01-19,Lahore,Wheat,2079,4.856462673924908,2179.97
2025,3,2025-01-19,Multan,Cotton,2248,-7.568624695887383,2077.86
2025,3,2025-01-19,Multan,Maize,1729,1.2744040668772334,1751.03
2025,3,2025-01-19,Multan,Rice,1342,-10.319366641725594,1203.51
2025,3,2025-01-19,Multan,Sugarcane,2146,7.661327003752492,2310.41
2025,3,2025-01-19,Multan,Vegetables,1520,-8.772393290303896,1386.66
2025,3,2025-01-19,Multan,Wheat,2616,6.4153939452513455,2783.83
2025,3,2025-01-19,Peshawar,Cotton,2489,4.9956752889473695,2613.34
2025,3,2025-01-19,Peshawar,Maize,1827,-3.070416790584972,1770.9
2025,3,2025-01-19,Peshawar,Rice,1657,-3.551586075341448,1598.15
2025,3,2025-01-19,Peshawar,Sugarcane,1370,0.6579189217924628,1379.01
2025,3,2025-01-19,Peshawar,Vegetables,1861,-3.906652410742963,1788.3
2025,3,2025-01-19,Peshawar,Wheat,2361,-2.507212212701556,2301.8
2025,3,2025-01-19,Quetta,Cotton,1256,-3.018261058211747,1218.09
2025,3,2025-01-19,Quetta,Maize,2478,5.976129659743303,2626.09
2025,3,2025-01-19,Quetta,Rice,2017,-2.08835213828426,1974.88
2025,3,2025-01-19,Quetta,Sugarcane,2112,1.7935480941614146,2149.88
2025,3,2025-01-19,Quetta,Vegetables,2641,6.45034967295633,2811.35
2025,3,2025-01-19,Quetta,Wheat,1885,7.173556328014736,2020.22
2025,4,2025-01-26,Faisalabad,Cotton,2368,10.691929968120355,2621.18
2025,4,2025-01-26,Faisalabad,Maize,2621,1.7037688578774135,2665.66
2025,4,2025-01-26,Faisalabad,Rice,1996,3.526695367487415,2066.39
2025,4,2025-01-26,Faisalabad,Sugarcane,1529,-8.473371803839889,1399.44
2025,4,2025-01-26,Faisalabad,Vegetables,1669,-3.2643960701948225,1614.52
2025,4,2025-01-26,Faisalabad,Wheat,2090,-6.924878550923291,1945.27
2025,4,2025-01-26,Karachi,Cotton,2217,8.249210486743598,2399.88
2025,4,2025-01-26,Karachi,Maize,1189,-0.1979744195552693,1186.65
2025,4,2025-01-26,Karachi,Rice,2119,5.126120081110006,2227.62
2025,4,2025-01-26,Karachi,Sugarcane,2371,13.849186208434556,2699.36
2025,4,2025-01-26,Karachi,Vegetables,1184,-10.363107626811235,1061.3
2025,4,2025-01-26,Karachi,Wheat,2473,3.405140657907193,2557.21
2025,4,2025-01-26,Lahore,Cotton,2405,2.774409914987636,2471.72
2025,4,2025-01-26,Lahore,Maize,2575,-0.3609296717593676,2565.71
2025,4,2025-01-26,Lahore,Rice,1689,-6.834391915994859,1573.57
2025,4,2025-01-26,Lahore,Sugarcane,2180,5.556124510478703,2301.12
2025,4,2025-01-26,Lahore,Vegetables,1848,-2.465266128934064,1802.44
2025,4,2025-01-26,Lahore,Wheat,2079,4.948934164334034,2181.89
2025,4,2025-01-26,Multan,Cotton,2248,-7.694271169873179,2075.03
2025,4,2025-01-26,Multan,Maize,1729,1.3019973359486396,1751.51
2025,4,2025-01-26,Multan,Rice,1342,-10.494911566241306,1201.16
2025,4,2025-01-26,Multan,Sugarcane,2146,7.807255702829901,2313.54
2025,4,2025-01-26,Multan,Vegetables,1520,-8.923471768419216,1384.36
2025,4,2025-01-26,Multan,Wheat,2616,6.537817802988321,2787.03
2025,4,2025-01-26,Peshawar,Cotton,2489,5.109641555742611,2616.18
2025,4,2025-01-26,Peshawar,Maize,1827,-3.1182777890930278,1770.03
2025,4,2025-01-26,Peshawar,Rice,1657,-3.623215736030147,1596.96
2025,4,2025-01-26,Peshawar,Sugarcane,1370,0.6733763520539893,1379.23
2025,4,2025-01-26,Peshawar,Vegetables,1861,-3.9696473751158927,1787.12
2025,4,2025-01-26,Peshawar,Wheat,2361,-2.534457535122609,2301.16
2025,4,2025-01-26,Quetta,Cotton,1256,-3.0664063797711965,1217.49
2025,4,2025-01-26,Quetta,Maize,2478,6.088651653708011,2628.88
2025,4,2025-01-26,Quetta,Rice,2017,-2.117436796009538,1974.29
2025,4,2025-01-26,Quetta,Sugarcane,2112,1.832239086001349,2150.7
2025,4,2025-01-26,Quetta,Vegetables,2641,6.573896970092911,2814.62
2025,4,2025-01-26,Quetta,Wheat,1885,7.310413533622754,2022.8
2025,5,2025-02-02,Faisalabad,Cotton,2368,10.891430971484294,2625.91
2025,5,2025-02-02,Faisalabad,Maize,2621,1.7395029369516006,2666.59
2025,5,2025-02-02,Faisalabad,Rice,1996,3.595874199860964,2067.77
2025,5,2025-02-02,Faisalabad,Sugarcane,1529,-8.617009245548394,1397.25
2025,5,2025-02-02,Faisalabad,Vegetables,1669,-3.3151781219604928,1613.67
2025,5,2025-02-02,Faisalabad,Wheat,2090,-7.037491870127267,1942.92
2025,5,2025-02-02,Karachi,Cotton,2217,8.402381567881871,2403.28
2025,5,2025-02-02,Karachi,Maize,1189,-0.178473700783469,1186.88
2025,5,2025-02-02,Karachi,Rice,2119,5.2219245824265474,2229.65
2025,5,2025-02-02,Karachi,Sugarcane,2371,14.101407701500989,2705.34
2025,5,2025-02-02,Karachi,Vegetables,1184,-10.539712693591234,1059.21
2025,5,2025-02-02,Karachi,Wheat,2473,3.470691627037778,2558.83
2025,5,2025-02-02,Lahore,Cotton,2405,2.831803123783443,2473.1
2025,5,2025-02-02,Lahore,Maize,2575,-0.3531696309026985,2565.91
2025,5,2025-02-02,Lahore,Rice,1689,-6.943392419054234,1571.73
2025,5,2025-02-02,Lahore,Sugarcane,2180,5.662771164734734,2303.45
2025,5,2025-02-02,Lahore,Vegetables,1848,-2.502675267618009,1801.75
2025,5,2025-02-02,Lahore,Wheat,2079,5.041405654744652,2183.81
2025,5,2025-02-02,Multan,Cotton,2248,-7.8199176438492755,2072.21
2025,5,2025-02-02,Multan,Maize,1729,1.329590605022862,1751.99
2025,5,2025-02-02,Multan,Rice,1342,-10.670456490746062,1198.8
2025,5,2025-02-02,Multan,Sugarcane,2146,7.953184401909763,2316.68
2025,5,2025-02-02,Multan,Vegetables,1520,-9.07455024652668,1382.07
2025,5,2025-02-02,Multan,Wheat,2616,6.660241660727814,2790.23
2025,5,2025-02-02,Peshawar,Cotton,2489,5.223607822543307,2619.02
2025,5,2025-02-02,Peshawar,Maize,1827,-3.1661387875947007,1769.15
2025,5,2025-02-02,Peshawar,Rice,1657,-3.694845396713459,1595.78
2025,5,2025-02-02,Peshawar,Sugarcane,1370,0.6888337823176116,1379.44
2025,5,2025-02-02,Peshawar,Vegetables,1861,-4.03264233948242,1785.95
2025,5,2025-02-02,Peshawar,Wheat,2361,-2.5617028575360226,2300.52
2025,5,2025-02-02,Quetta,Cotton,1256,-3.114551701325131,1216.88
2025,5,2025-02-02,Quetta,Maize,2478,6.201173647675804,2631.67
2025,5,2025-02-02,Quetta,Rice,2017,-2.1465214537280333,1973.7
2025,5,2025-02-02,Quetta,Sugarcane,2112,1.8709300778449096,2151.51
2025,5,2025-02-02,Quetta,Vegetables,2641,6.697444267232069,2817.88
2025,5,2025-02-02,Quetta,Wheat,1885,7.447270739232995,2025.38
2025,6,2025-02-09,Faisalabad,Cotton,2368,11.09093197484234,2630.63
2025,6,2025-02-09,Faisalabad,Maize,2621,1.775237016017937,2667.53
2025,6,2025-02-09,Faisalabad,Rice,1996,3.665053032227749,2069.15
2025,6,2025-02-09,Faisalabad,Sugarcane,1529,-8.760646687271754,1395.05
2025,6,2025-02-09,Faisalabad,Vegetables,1669,-3.3659601737382405,1612.82
2025,6,2025-02-09,Faisalabad,Wheat,2090,-7.150105189347904,1940.56
2025,6,2025-02-09,Karachi,Cotton,2217,8.555552649016391,2406.68
2025,6,2025-02-09,Karachi,Maize,1189,-0.1589729820217846,1187.11
2025,6,2025-02-09,Karachi,Rice,2119,5.317729083739356,2231.68
2025,6,2025-02-09,Karachi,Sugarcane,2371,14.353629194567814,2711.32
2025,6,2025-02-09,Karachi,Vegetables,1184,-10.716317760387955,1057.12
2025,6,2025-02-09,Karachi,Wheat,2473,3.5362425961615376,2560.45
2025,6,2025-02-09,Lahore,Cotton,2405,2.8891963325694663,2474.49
2025,6,2025-02-09,Lahore,Maize,2575,-0.3454095900586379,2566.11
2025,6,2025-02-09,Lahore,Rice,1689,-7.052392922134567,1569.89
2025,6,2025-02-09,Lahore,Sugarcane,2180,5.769417818983524,2305.77
2025,6,2025-02-09,Lahore,Vegetables,1848,-2.5400844063123493,1801.06
2025,6,2025-02-09,Lahore,Wheat,2079,5.133877145152285,2185.73
2025,6,2025-02-09,Multan,Cotton,2248,-7.945564117844766,2069.38
2025,6,2025-02-09,Multan,Maize,1729,1.3571838740914526,1752.47
2025,6,2025-02-09,Multan,Rice,1342,-10.846001415272736,1196.45
2025,6,2025-02-09,Multan,Sugarcane,2146,8.09911310098472,2319.81
2025,6,2025-02-09,Multan,Vegetables,1520,-9.225628724649855,1379.77
2025,6,2025-02-09,Multan,Wheat,2616,6.782665518462272,2793.43
2025,6,2025-02-09,Peshawar,Cotton,2489,5.337574089333095,2621.85
2025,6,2025-02-09,Peshawar,Maize,1827,-3.2139997861091376,1768.28
2025,6,2025-02-09,Peshawar,Rice,1657,-3.766475057407546,1594.59
2025,6,2025-02-09,Peshawar,Sugarcane,1370,0.7042912125770421,1379.65
2025,6,2025-02-09,Peshawar,Vegetables,1861,-4.09563730386175,1784.78
2025,6,2025-02-09,Peshawar,Wheat,2361,-2.588948179964718,2299.87
2025,6,2025-02-09,Quetta,Cotton,1256,-3.1626970228900952,1216.28
2025,6,2025-02-09,Quetta,Maize,2478,6.313695641637428,2634.45
2025,6,2025-02-09,Quetta,Rice,2017,-2.1756061114600933,1973.12
2025,6,2025-02-09,Quetta,Sugarcane,2112,1.9096210696812173,2152.33
2025,6,2025-02-09,Quetta,Vegetables,2641,6.820991564366076,2821.14
2025,6,2025-02-09,Quetta,Wheat,1885,7.584127944838794,2027.96
2025,7,2025-02-16,Faisalabad,Cotton,2368,11.290432978197012,2635.36
2025,7,2025-02-16,Faisalabad,Maize,2621,1.8109710950797664,2668.47
2025,7,2025-02-16,Faisalabad,Rice,1996,3.734231864590656,2070.54
2025,7,2025-02-16,Faisalabad,Sugarcane,1529,-8.904284129003642,1392.85
2025,7,2025-02-16,Faisalabad,Vegetables,1669,-3.4167422255229223,1611.97
2025,7,2025-02-16,Faisalabad,Wheat,2090,-7.262718508578106,1938.21
2025,7,2025-02-16,Karachi,Cotton,2217,8.708723730148755,2410.07
2025,7,2025-02-16,Karachi,Maize,1189,-0.1394722632659063,1187.34
2025,7,2025-02-16,Karachi,Rice,2119,5.413533585050024,2233.71
2025,7,2025-02-16,Karachi,Sugarcane,2371,14.60585068763486,2717.3
2025,7,2025-02-16,Karachi,Vegetables,1184,-10.89292282719428,1055.03
2025,7,2025-02-16,Karachi,Wheat,2473,3.6017935652813806,2562.07
2025,7,2025-02-16,Lahore,Cotton,2405,2.946589541349873,2475.87
2025,7,2025-02-16,Lahore,Maize,2575,-0.3376495492218143,2566.31
2025,7,2025-02-16,Lahore,Rice,1689,-7.161393425226928,1568.04
2025,7,2025-02-16,Lahore,Sugarcane,2180,5.876064473228158,2308.1
2025,7,2025-02-16,Lahore,Vegetables,1848,-2.577493545012657,1800.37
2025,7,2025-02-16,Lahore,Wheat,2079,5.226348635558205,2187.66
2025,7,2025-02-16,Multan,Cotton,2248,-8.071210591851388,2066.56
2025,7,2025-02-16,Multan,Maize,1729,1.3847771431568108,1752.94
2025,7,2025-02-16,Multan,Rice,1342,-11.021546339811994,1194.09
2025,7,2025-02-16,Multan,Sugarcane,2146,8.245041800056866,2322.94
2025,7,2025-02-16,Multan,Vegetables,1520,-9.376707202782049,1377.47
2025,7,2025-02-16,Multan,Wheat,2616,6.905089376193837,2796.64
2025,7,2025-02-16,Peshawar,Cotton,2489,5.451540356116622,2624.69
2025,7,2025-02-16,Peshawar,Maize,1827,-3.261860784630902,1767.41
2025,7,2025-02-16,Peshawar,Rice,1657,-3.838104718107819,1593.4
2025,7,2025-02-16,Peshawar,Sugarcane,1370,0.7197486428340665,1379.86
2025,7,2025-02-16,Peshawar,Vegetables,1861,-4.158632268248428,1783.61
2025,7,2025-02-16,Peshawar,Wheat,2361,-2.616193502402184,2299.23
2025,7,2025-02-16,Quetta,Cotton,1256,-3.2108423444613896,1215.67
2025,7,2025-02-16,Quetta,Maize,2478,6.426217635595509,2637.24
2025,7,2025-02-16,Quetta,Rice,2017,-2.20469076919994,1972.53
2025,7,2025-02-16,Quetta,Sugarcane,2112,1.9483120615133624,2153.15
2025,7,2025-02-16,Quetta,Vegetables,2641,6.944538861497126,2824.41
2025,7,2025-02-16,Quetta,Wheat,1885,7.720985150442048,2030.54
2025,8,2025-02-23,Faisalabad,Cotton,2368,11.489933981558002,2640.08
2025,8,2025-02-23,Faisalabad,Maize,2621,1.8467051741500276,2669.4
2025,8,2025-02-23,Faisalabad,Rice,1996,3.803410696960821,2071.92
2025,8,2025-02-23,Faisalabad,Sugarcane,1529,-9.047921570719572,1390.66
2025,8,2025-02-23,Faisalabad,Vegetables,1669,-3.467524277294631,1611.13
2025,8,2025-02-23,Faisalabad,Wheat,2090,-7.375331827790412,1935.86
2025,8,2025-02-23,Karachi,Cotton,2217,8.86189481128515,2413.47
2025,8,2025-02-23,Karachi,Maize,1189,-0.119971544499164,1187.57
2025,8,2025-02-23,Karachi,Rice,2119,5.509338086364697,2235.74
2025,8,2025-02-23,Karachi,Sugarcane,2371,14.858072180701486,2723.28
2025,8,2025-02-23,Karachi,Vegetables,1184,-11.069527893982638,1052.94
2025,8,2025-02-23,Karachi,Wheat,2473,3.667344534408552,2563.69
2025,8,2025-02-23,Lahore,Cotton,2405,3.0039827501407874,2477.25
2025,8,2025-02-23,Lahore,Maize,2575,-0.329889508371449,2566.51
2025,8,2025-02-23,Lahore,Rice,1689,-7.27039392829678,1566.2
2025,8,2025-02-23,Lahore,Sugarcane,2180,5.982711127480568,2310.42
2025,8,2025-02-23,Lahore,Vegetables,1848,-2.614902683701799,1799.68
2025,8,2025-02-23,Lahore,Wheat,2079,5.31882012596733,2189.58
2025,8,2025-02-23,Multan,Cotton,2248,-8.19685706583718,2063.73
2025,8,2025-02-23,Multan,Maize,1729,1.4123704122282166,1753.42
2025,8,2025-02-23,Multan,Rice,1342,-11.197091264327709,1191.74
2025,8,2025-02-23,Multan,Sugarcane,2146,8.390970499134273,2326.07
2025,8,2025-02-23,Multan,Vegetables,1520,-9.527785680897368,1375.18
2025,8,2025-02-23,Multan,Wheat,2616,7.027513233930811,2799.84
2025,8,2025-02-23,Peshawar,Cotton,2489,5.565506622911864,2627.53
2025,8,2025-02-23,Peshawar,Maize,1827,-3.309721783138957,1766.53
2025,8,2025-02-23,Peshawar,Rice,1657,-3.909734378796517,1592.22
2025,8,2025-02-23,Peshawar,Sugarcane,1370,0.7352060730955925,1380.07
2025,8,2025-02-23,Peshawar,Vegetables,1861,-4.221627232621357,1782.44
2025,8,2025-02-23,Peshawar,Wheat,2361,-2.643438824823238,2298.59
2025,8,2025-02-23,Quetta,Cotton,1256,-3.258987666020839,1215.07
2025,8,2025-02-23,Quetta,Maize,2478,6.538739629560217,2640.03
2025,8,2025-02-23,Quetta,Rice,2017,-2.2337754269252166,1971.94
2025,8,2025-02-23,Quetta,Sugarcane,2112,1.987003053353296,2153.97
2025,8,2025-02-23,Quetta,Vegetables,2641,7.068086158633708,2827.67
2025,8,2025-02-23,Quetta,Wheat,1885,7.857842356050066,2033.12
2025,9,2025-03-02,Faisalabad,Cotton,2368,11.689434984921936,2644.81
2025,9,2025-03-02,Faisalabad,Maize,2621,1.8824392532242151,2670.34
2025,9,2025-03-02,Faisalabad,Rice,1996,3.872589529334369,2073.3
2025,9,2025-03-02,Faisalabad,Sugarcane,1529,-9.191559012428076,1388.46
2025,9,2025-03-02,Faisalabad,Vegetables,1669,-3.5183063290603016,1610.28
2025,9,2025-03-02,Faisalabad,Wheat,2090,-7.487945146994389,1933.5
2025,9,2025-03-02,Karachi,Cotton,2217,9.01506589242342,2416.86
2025,9,2025-03-02,Karachi,Maize,1189,-0.1004708257273638,1187.81
2025,9,2025-03-02,Karachi,Rice,2119,5.605142587681239,2237.77
2025,9,2025-03-02,Karachi,Sugarcane,2371,15.110293673767924,2729.27
2025,9,2025-03-02,Karachi,Vegetables,1184,-11.246132960762631,1050.85
2025,9,2025-03-02,Karachi,Wheat,2473,3.732895503539136,2565.31
2025,9,2025-03-02,Lahore,Cotton,2405,3.061375958936594,2478.63
2025,9,2025-03-02,Lahore,Maize,2575,-0.3221294675147801,2566.71
2025,9,2025-03-02,Lahore,Rice,1689,-7.379394431356156,1564.36
2025,9,2025-03-02,Lahore,Sugarcane,2180,6.0893577817366005,2312.75
2025,9,2025-03-02,Lahore,Vegetables,1848,-2.6523118223857445,1798.99
2025,9,2025-03-02,Lahore,Wheat,2079,5.411291616377948,2191.5
2025,9,2025-03-02,Multan,Cotton,2248,-8.322503539813278,2060.91
2025,9,2025-03-02,Multan,Maize,1729,1.4399636813024392,1753.9
2025,9,2025-03-02,Multan,Rice,1342,-11.37263618883246,1189.38
2025,9,2025-03-02,Multan,Sugarcane,2146,8.536899198214133,2329.2
2025,9,2025-03-02,Multan,Vegetables,1520,-9.678864159004831,1372.88
2025,9,2025-03-02,Multan,Wheat,2616,7.1499370916703056,2803.04
2025,9,2025-03-02,Peshawar,Cotton,2489,5.679472889712558,2630.36
2025,9,2025-03-02,Peshawar,Maize,1827,-3.35758278164063,1765.66
2025,9,2025-03-02,Peshawar,Rice,1657,-3.981364039479829,1591.03
2025,9,2025-03-02,Peshawar,Sugarcane,1370,0.7506635033592153,1380.28
2025,9,2025-03-02,Peshawar,Vegetables,1861,-4.284622196987884,1781.26
